locus_tag	ftype	length_bp	gene	EC_number	COG	product
HNJIGEIF_01201	CDS	1980	rcsC_9	2.7.13.3		Sensor histidine kinase RcsC
HNJIGEIF_01202	CDS	1428	cbs	4.2.1.22	COG0031	Putative cystathionine beta-synthase
HNJIGEIF_01203	CDS	1086				hypothetical protein
HNJIGEIF_01204	CDS	1179	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
HNJIGEIF_01205	CDS	1107				hypothetical protein
HNJIGEIF_01206	CDS	1293	hutI_1	3.5.2.7		Imidazolonepropionase
HNJIGEIF_01207	CDS	1221	hutI_2	3.5.2.7		Imidazolonepropionase
HNJIGEIF_01208	CDS	780				hypothetical protein
HNJIGEIF_01209	CDS	393				hypothetical protein
HNJIGEIF_01210	CDS	1416				hypothetical protein
HNJIGEIF_01211	CDS	1206	kamA	5.4.3.2	COG1509	L-lysine 2,3-aminomutase
HNJIGEIF_01212	CDS	219				hypothetical protein
HNJIGEIF_01213	CDS	327				hypothetical protein
HNJIGEIF_01214	CDS	1002	ddl_1	6.3.2.4		D-alanine--D-alanine ligase
HNJIGEIF_01215	CDS	315				hypothetical protein
HNJIGEIF_01216	CDS	1614				hypothetical protein
HNJIGEIF_01217	CDS	2397	ppsA	2.7.9.2		Phosphoenolpyruvate synthase
HNJIGEIF_01218	CDS	1278	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
HNJIGEIF_01219	CDS	219				hypothetical protein
HNJIGEIF_01220	CDS	723	alaS_2	6.1.1.7	COG0013	Alanine--tRNA ligase
HNJIGEIF_01221	CDS	783				hypothetical protein
HNJIGEIF_01222	CDS	2109		3.5.1.93		Glutaryl-7-aminocephalosporanic-acid acylase
HNJIGEIF_01223	CDS	477				hypothetical protein
HNJIGEIF_01224	CDS	345	fdxA_1		COG1146	Ferredoxin-1
HNJIGEIF_01225	CDS	1035	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
HNJIGEIF_01226	CDS	1515	rpoN		COG1508	RNA polymerase sigma-54 factor
HNJIGEIF_01227	CDS	798				hypothetical protein
HNJIGEIF_01228	CDS	1515	sufS_1	2.8.1.7	COG0520	Cysteine desulfurase SufS
HNJIGEIF_01229	CDS	2124	fusA_1		COG0480	Elongation factor G
HNJIGEIF_01230	CDS	492				hypothetical protein
HNJIGEIF_01231	CDS	606				hypothetical protein
HNJIGEIF_01232	CDS	765	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HNJIGEIF_01233	CDS	702	OSGEPL1	2.3.1.234		tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial
HNJIGEIF_01234	CDS	849	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
HNJIGEIF_01235	CDS	2391				hypothetical protein
HNJIGEIF_01236	CDS	1074				hypothetical protein
HNJIGEIF_01237	CDS	1839				hypothetical protein
HNJIGEIF_01238	CDS	366				hypothetical protein
HNJIGEIF_01239	CDS	2076	uvrB			UvrABC system protein B
HNJIGEIF_01240	CDS	1227	metC_1	4.4.1.13	COG0626	Cystathionine beta-lyase
HNJIGEIF_01241	CDS	255				hypothetical protein
HNJIGEIF_01242	CDS	1368	pdp	2.4.2.2		Pyrimidine-nucleoside phosphorylase
HNJIGEIF_01243	CDS	789				hypothetical protein
HNJIGEIF_01244	CDS	486				hypothetical protein
HNJIGEIF_01245	CDS	951				hypothetical protein
HNJIGEIF_01246	CDS	603				hypothetical protein
HNJIGEIF_01247	CDS	513	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
HNJIGEIF_01248	CDS	1641	nfdA_1	3.5.1.91		N-substituted formamide deformylase
HNJIGEIF_01249	CDS	4545	gltB	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
HNJIGEIF_01250	CDS	1479	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
HNJIGEIF_01251	CDS	453	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
HNJIGEIF_01252	CDS	612		3.6.1.66		dITP/XTP pyrophosphatase
HNJIGEIF_01253	CDS	3732	kgd	2.2.1.5	COG0508	Multifunctional 2-oxoglutarate metabolism enzyme
HNJIGEIF_01254	CDS	1020	oleD	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
HNJIGEIF_01255	CDS	762	walR		COG0745	Transcriptional regulatory protein WalR
HNJIGEIF_01256	CDS	267				hypothetical protein
HNJIGEIF_01257	CDS	438				hypothetical protein
HNJIGEIF_01258	CDS	909	recO			DNA repair protein RecO
HNJIGEIF_01259	CDS	651	lexA_1	3.4.21.88		LexA repressor
HNJIGEIF_01260	CDS	627				hypothetical protein
HNJIGEIF_01261	CDS	1452	cry			Cryptochrome DASH
HNJIGEIF_01262	CDS	162				hypothetical protein
HNJIGEIF_01263	tRNA	74				tRNA-Ala(cgc)
HNJIGEIF_01264	CDS	672				hypothetical protein
HNJIGEIF_01265	CDS	3132	mdtC			Multidrug resistance protein MdtC
HNJIGEIF_01266	CDS	1362	mdtA_1			Multidrug resistance protein MdtA
HNJIGEIF_01267	CDS	612	yigZ		COG1739	IMPACT family member YigZ
HNJIGEIF_01268	CDS	447	rnhA	3.1.26.4	COG0328	Ribonuclease H
HNJIGEIF_01269	CDS	1020	obg	3.6.5.-		GTPase Obg
HNJIGEIF_01270	CDS	1167				hypothetical protein
HNJIGEIF_01271	CDS	1137	sufS_2	2.8.1.7	COG0520	Cysteine desulfurase SufS
HNJIGEIF_01272	CDS	1131	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
HNJIGEIF_01273	CDS	501				hypothetical protein
HNJIGEIF_01274	CDS	525				hypothetical protein
HNJIGEIF_01275	CDS	1704				hypothetical protein
HNJIGEIF_01276	CDS	414	mecI			Methicillin resistance regulatory protein MecI
HNJIGEIF_01277	CDS	714				hypothetical protein
HNJIGEIF_01278	CDS	894		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
HNJIGEIF_01279	CDS	849				hypothetical protein
HNJIGEIF_01280	CDS	945	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HNJIGEIF_01281	CDS	942	mscS_2		COG0668	Small-conductance mechanosensitive channel
HNJIGEIF_01282	CDS	1197	pgk/tpi		COG0126	Bifunctional PGK/TIM
HNJIGEIF_01283	CDS	1005	gap	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase
HNJIGEIF_01284	CDS	717	cpoB_1			Cell division coordinator CpoB
HNJIGEIF_01285	CDS	1380	atoC_1		COG2204	Regulatory protein AtoC
HNJIGEIF_01286	CDS	744	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
HNJIGEIF_01287	CDS	642	lon	3.4.21.53		Lon protease
HNJIGEIF_01288	CDS	858	ytnP	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
HNJIGEIF_01289	CDS	258				hypothetical protein
HNJIGEIF_01290	CDS	1158				hypothetical protein
HNJIGEIF_01291	CDS	624				hypothetical protein
HNJIGEIF_01292	CDS	1899		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
HNJIGEIF_01293	CDS	2409	fadN	1.1.1.35	COG1024	putative 3-hydroxyacyl-CoA dehydrogenase
HNJIGEIF_01294	CDS	1206	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
HNJIGEIF_01295	CDS	747		1.-.-.-		putative oxidoreductase
HNJIGEIF_01296	CDS	2631	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
HNJIGEIF_01297	CDS	855	fadH	1.3.1.34	COG1028	putative 2,4-dienoyl-CoA reductase
HNJIGEIF_01298	CDS	744				hypothetical protein
HNJIGEIF_01299	CDS	1386	hemY	1.3.3.4	COG1232	Protoporphyrinogen oxidase
HNJIGEIF_01300	CDS	195				hypothetical protein
HNJIGEIF_01301	CDS	153				hypothetical protein
HNJIGEIF_01302	CDS	1683		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
HNJIGEIF_01303	CDS	438	yhfA		COG1765	Protein YhfA
HNJIGEIF_01304	CDS	567				hypothetical protein
HNJIGEIF_01305	CDS	693				hypothetical protein
HNJIGEIF_01306	CDS	765	rbn_2	3.1.-.-	COG1234	Ribonuclease BN
HNJIGEIF_01307	CDS	1068	sdsA_1	2.5.1.84		All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
HNJIGEIF_01308	CDS	1026	hmuU		COG0609	Hemin transport system permease protein HmuU
HNJIGEIF_01309	CDS	963	btuF_1			Vitamin B12-binding protein
HNJIGEIF_01310	CDS	1395	atoC_2		COG2204	Regulatory protein AtoC
HNJIGEIF_01311	CDS	918	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
HNJIGEIF_01312	CDS	1590	aldA	1.2.1.3		Putative aldehyde dehydrogenase AldA
HNJIGEIF_01313	CDS	765	betB	1.2.1.8		NAD/NADP-dependent betaine aldehyde dehydrogenase
HNJIGEIF_01314	CDS	537				hypothetical protein
HNJIGEIF_01315	CDS	1413	ddc	4.1.1.86	COG0076	L-2,4-diaminobutyrate decarboxylase
HNJIGEIF_01316	CDS	1077	mnmC	2.1.1.61		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
HNJIGEIF_01317	CDS	1140	thiO	1.4.3.19	COG0665	Glycine oxidase
HNJIGEIF_01318	CDS	243				hypothetical protein
HNJIGEIF_01319	CDS	822	thiG	2.8.1.10	COG2022	Thiazole synthase
HNJIGEIF_01320	CDS	633	thiE_2	2.5.1.3		Thiamine-phosphate synthase
HNJIGEIF_01321	CDS	873	thiD	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
HNJIGEIF_01322	tRNA	75				tRNA-Arg(gcg)
HNJIGEIF_01323	CDS	573				hypothetical protein
HNJIGEIF_01324	CDS	2241	rcsC_10	2.7.13.3		Sensor histidine kinase RcsC
HNJIGEIF_01325	CDS	528	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
HNJIGEIF_01326	CDS	294				hypothetical protein
HNJIGEIF_01327	CDS	1557				hypothetical protein
HNJIGEIF_01328	CDS	2211				hypothetical protein
HNJIGEIF_01329	CDS	924	yngG	4.1.3.4	COG0119	Hydroxymethylglutaryl-CoA lyase YngG
HNJIGEIF_01330	CDS	837	lpxH_2	3.6.1.54		UDP-2,3-diacylglucosamine hydrolase
HNJIGEIF_01331	CDS	1014				hypothetical protein
HNJIGEIF_01332	CDS	1590				hypothetical protein
HNJIGEIF_01333	CDS	726				hypothetical protein
HNJIGEIF_01334	CDS	957	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HNJIGEIF_01335	CDS	1131	proB	2.7.2.11	COG0263	Glutamate 5-kinase
HNJIGEIF_01336	CDS	1281	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
HNJIGEIF_01337	CDS	852				hypothetical protein
HNJIGEIF_01338	CDS	1650	kefC_3			Glutathione-regulated potassium-efflux system protein KefC
HNJIGEIF_01339	CDS	1077				hypothetical protein
HNJIGEIF_01340	CDS	2913	gcvP	1.4.4.2		Glycine dehydrogenase (decarboxylating)
HNJIGEIF_01341	CDS	279				hypothetical protein
HNJIGEIF_01342	CDS	1437		4.1.1.105	COG0076	Tryptophan decarboxylase
HNJIGEIF_01343	CDS	1197				hypothetical protein
HNJIGEIF_01344	CDS	690	hdl IVa	3.8.1.2		(S)-2-haloacid dehalogenase 4A
HNJIGEIF_01345	CDS	5181				hypothetical protein
HNJIGEIF_01346	CDS	2244	bamA_3		COG4775	Outer membrane protein assembly factor BamA
HNJIGEIF_01347	CDS	1110				hypothetical protein
HNJIGEIF_01348	CDS	2118				hypothetical protein
HNJIGEIF_01349	CDS	660	dck	2.7.1.74	COG1428	Deoxyadenosine/deoxycytidine kinase
HNJIGEIF_01350	CDS	513				hypothetical protein
HNJIGEIF_01351	CDS	966		1.1.1.184		Aldo/keto reductase
HNJIGEIF_01352	CDS	1176	csd_2	2.8.1.7		putative cysteine desulfurase
HNJIGEIF_01353	CDS	2310	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
HNJIGEIF_01354	CDS	996	thadh	4.3.1.16		L-threo-3-hydroxyaspartate ammonia-lyase
HNJIGEIF_01355	CDS	450				hypothetical protein
HNJIGEIF_01356	CDS	1065				hypothetical protein
HNJIGEIF_01357	CDS	1356	epsF		COG1459	Type II secretion system protein F
HNJIGEIF_01358	CDS	2256				hypothetical protein
HNJIGEIF_01359	CDS	513				hypothetical protein
HNJIGEIF_01360	CDS	435				hypothetical protein
HNJIGEIF_01361	CDS	315			COG1662	IS1 family transposase ISSru3
HNJIGEIF_01362	CDS	102				hypothetical protein
HNJIGEIF_01363	CDS	1023				hypothetical protein
HNJIGEIF_01364	CDS	651	fliA_1			RNA polymerase sigma factor FliA
HNJIGEIF_01365	CDS	1251				hypothetical protein
HNJIGEIF_01366	CDS	972				hypothetical protein
HNJIGEIF_01367	CDS	1587	pccB	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
HNJIGEIF_01368	CDS	303				hypothetical protein
HNJIGEIF_01369	CDS	279				hypothetical protein
HNJIGEIF_01370	CDS	2544				hypothetical protein
HNJIGEIF_01371	CDS	285				hypothetical protein
HNJIGEIF_01372	CDS	537				hypothetical protein
HNJIGEIF_01373	CDS	672				hypothetical protein
HNJIGEIF_01374	CDS	1779			COG0659	putative sulfate transporter
HNJIGEIF_01375	CDS	921				hypothetical protein
HNJIGEIF_01376	CDS	546	pal_1			Peptidoglycan-associated lipoprotein
HNJIGEIF_01377	CDS	747	gph_2	3.1.3.18	COG0546	Phosphoglycolate phosphatase
HNJIGEIF_01378	CDS	3243	tri1	3.4.21.-	COG0793	Tricorn protease 
HNJIGEIF_01379	CDS	1407	rho_1	3.6.4.-		Transcription termination factor Rho
HNJIGEIF_01380	CDS	1776	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
HNJIGEIF_01381	CDS	969				hypothetical protein
HNJIGEIF_01382	CDS	771	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
HNJIGEIF_01383	CDS	597				hypothetical protein
HNJIGEIF_01384	CDS	915	qmcA		COG0330	Protein QmcA
HNJIGEIF_01385	CDS	1011			COG0330	putative protein
HNJIGEIF_01386	CDS	777	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
HNJIGEIF_01387	CDS	252				hypothetical protein
HNJIGEIF_01388	CDS	207				hypothetical protein
HNJIGEIF_01389	CDS	2859				hypothetical protein
HNJIGEIF_01390	CDS	471				hypothetical protein
HNJIGEIF_01391	CDS	444				hypothetical protein
HNJIGEIF_01392	CDS	798				hypothetical protein
HNJIGEIF_01393	CDS	1314	argH	4.3.2.1	COG0165	Argininosuccinate lyase
HNJIGEIF_01394	CDS	1086	dapE_2	3.5.1.18		Succinyl-diaminopimelate desuccinylase
HNJIGEIF_01395	CDS	804	argB_2	2.7.2.8	COG0548	Acetylglutamate kinase
HNJIGEIF_01396	CDS	1059	argF'	2.1.3.9	COG0078	N-acetylornithine carbamoyltransferase
HNJIGEIF_01397	CDS	1188	lysJ	2.6.1.-	COG4992	[LysW]-aminoadipate semialdehyde transaminase
HNJIGEIF_01398	CDS	1062	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
HNJIGEIF_01399	CDS	1134				hypothetical protein
HNJIGEIF_01400	CDS	1242	argG	6.3.4.5		Argininosuccinate synthase
HNJIGEIF_01401	CDS	606				hypothetical protein
HNJIGEIF_01402	CDS	522				hypothetical protein
HNJIGEIF_01403	CDS	1356	ndh	1.6.99.3	COG1252	NADH dehydrogenase
HNJIGEIF_01404	CDS	969		1.13.11.63		beta-carotene 15,15'-dioxygenase
HNJIGEIF_01405	CDS	540			COG2335	Immunogenic protein MPT70
HNJIGEIF_01406	CDS	486	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
HNJIGEIF_01407	CDS	1110	serC	2.6.1.52		Phosphoserine aminotransferase
HNJIGEIF_01408	CDS	1158	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
HNJIGEIF_01409	CDS	321	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
HNJIGEIF_01410	CDS	1428	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
HNJIGEIF_01411	CDS	732				hypothetical protein
HNJIGEIF_01412	CDS	708	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
HNJIGEIF_01413	CDS	1419	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
HNJIGEIF_01414	CDS	666				hypothetical protein
HNJIGEIF_01415	CDS	2796				hypothetical protein
HNJIGEIF_01416	CDS	2733	gyrA_2	5.6.2.2	COG0188	DNA gyrase subunit A
HNJIGEIF_01417	CDS	1293	pyrC	3.5.2.3	COG0044	Dihydroorotase
HNJIGEIF_01418	CDS	1257	ddl_2	6.3.2.4		D-alanine--D-alanine ligase
HNJIGEIF_01419	CDS	1239				hypothetical protein
HNJIGEIF_01420	CDS	1107			COG4867	putative protein
HNJIGEIF_01421	CDS	810	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
HNJIGEIF_01422	CDS	1419			COG2239	Magnesium transporter MgtE
HNJIGEIF_01423	CDS	438				hypothetical protein
HNJIGEIF_01424	CDS	432				hypothetical protein
HNJIGEIF_01425	CDS	282				hypothetical protein
HNJIGEIF_01426	CDS	753	ccmC		COG0755	Heme exporter protein C
HNJIGEIF_01427	CDS	669				hypothetical protein
HNJIGEIF_01428	CDS	978	draG	3.2.2.24	COG1397	ADP-ribosyl-[dinitrogen reductase] glycohydrolase
HNJIGEIF_01429	CDS	234				hypothetical protein
HNJIGEIF_01430	CDS	777				hypothetical protein
HNJIGEIF_01431	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
HNJIGEIF_01432	CDS	1179	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
HNJIGEIF_01433	CDS	915	era		COG1159	GTPase Era
HNJIGEIF_01434	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
HNJIGEIF_01435	CDS	462				hypothetical protein
HNJIGEIF_01436	CDS	939				hypothetical protein
HNJIGEIF_01437	CDS	615	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
HNJIGEIF_01438	CDS	495	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
HNJIGEIF_01439	CDS	375	gcvH		COG0509	Glycine cleavage system H protein
HNJIGEIF_01440	CDS	1581	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
HNJIGEIF_01441	CDS	1695				hypothetical protein
HNJIGEIF_01442	CDS	855	bamD			Outer membrane protein assembly factor BamD
HNJIGEIF_01443	CDS	588	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
HNJIGEIF_01444	CDS	600				hypothetical protein
HNJIGEIF_01445	CDS	213				hypothetical protein
HNJIGEIF_01446	CDS	837	phhA	1.14.16.1	COG3186	Phenylalanine-4-hydroxylase
HNJIGEIF_01447	CDS	288	acyP	3.6.1.7	COG1254	Acylphosphatase
HNJIGEIF_01448	CDS	912	prmC_2	2.1.1.297	COG2890	Release factor glutamine methyltransferase
HNJIGEIF_01449	CDS	924	acuC_1			Acetoin utilization protein AcuC
HNJIGEIF_01450	CDS	219				hypothetical protein
HNJIGEIF_01451	CDS	3228	rcsC_11	2.7.13.3		Sensor histidine kinase RcsC
HNJIGEIF_01452	CDS	1545	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
HNJIGEIF_01453	CDS	1233	aroC	4.2.3.5	COG0082	Chorismate synthase
HNJIGEIF_01454	CDS	2826	rcsC_12	2.7.13.3		Sensor histidine kinase RcsC
HNJIGEIF_01455	CDS	804				hypothetical protein
HNJIGEIF_01456	CDS	1611	crtI	1.3.99.31	COG1233	Phytoene desaturase (lycopene-forming)
HNJIGEIF_01457	CDS	771	dnaJ_2			Chaperone protein DnaJ
HNJIGEIF_01458	CDS	393				hypothetical protein
HNJIGEIF_01459	CDS	1440	ndhB_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
HNJIGEIF_01460	CDS	2448				hypothetical protein
HNJIGEIF_01461	CDS	357				hypothetical protein
HNJIGEIF_01462	CDS	558				hypothetical protein
HNJIGEIF_01463	CDS	810				hypothetical protein
HNJIGEIF_01464	CDS	621				hypothetical protein
HNJIGEIF_01465	CDS	699				hypothetical protein
HNJIGEIF_01466	CDS	804				hypothetical protein
HNJIGEIF_01467	CDS	2829	rcsC_13	2.7.13.3		Sensor histidine kinase RcsC
HNJIGEIF_01468	CDS	318				hypothetical protein
HNJIGEIF_01469	CDS	1368				hypothetical protein
HNJIGEIF_01470	CDS	654	ideR		COG1321	Iron-dependent repressor IdeR
HNJIGEIF_01471	CDS	2694	valS	6.1.1.9	COG0525	Valine--tRNA ligase
HNJIGEIF_01472	CDS	372				hypothetical protein
HNJIGEIF_01473	CDS	1218	moeZ		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
HNJIGEIF_01474	CDS	294	cysO		COG1977	Sulfur carrier protein CysO
HNJIGEIF_01475	CDS	438				hypothetical protein
HNJIGEIF_01476	CDS	954	cysK	2.5.1.47		Cysteine synthase
HNJIGEIF_01477	CDS	1545	phrB	4.1.99.13	COG3046	(6-4) photolyase
HNJIGEIF_01478	CDS	759	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HNJIGEIF_01479	CDS	255				hypothetical protein
HNJIGEIF_01480	CDS	339				hypothetical protein
HNJIGEIF_01481	tRNA	74				tRNA-Asn(gtt)
HNJIGEIF_01482	CDS	2073	dpp5_1	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
HNJIGEIF_01483	tRNA	86				tRNA-Leu(cag)
HNJIGEIF_01484	CDS	651				hypothetical protein
HNJIGEIF_01485	CDS	480	xerC_2		COG4973	Tyrosine recombinase XerC
HNJIGEIF_01486	CDS	801				hypothetical protein
HNJIGEIF_01487	CDS	366				hypothetical protein
HNJIGEIF_01488	CDS	1110				hypothetical protein
HNJIGEIF_01489	CDS	2742	smc_1			Chromosome partition protein Smc
HNJIGEIF_01490	CDS	435				hypothetical protein
HNJIGEIF_01491	CDS	444				hypothetical protein
HNJIGEIF_01492	CDS	576				hypothetical protein
HNJIGEIF_01493	CDS	5685	rcsC_14	2.7.13.3		Sensor histidine kinase RcsC
HNJIGEIF_01494	CDS	252				hypothetical protein
HNJIGEIF_01495	CDS	768			COG3039	IS5 family transposase ISMac15
HNJIGEIF_01496	CDS	402	crcB		COG0239	Putative fluoride ion transporter CrcB
HNJIGEIF_01497	CDS	462			COG2259	putative membrane protein
HNJIGEIF_01498	CDS	681	opuAA_1	7.6.2.9	COG4175	Glycine betaine transport ATP-binding protein OpuAA
HNJIGEIF_01499	CDS	807	fetB		COG0390	putative iron export permease protein FetB
HNJIGEIF_01500	CDS	1482	phoA_1	3.1.3.1	COG1785	Alkaline phosphatase 4
HNJIGEIF_01501	CDS	228	cspC			Cold shock-like protein CspC
HNJIGEIF_01502	CDS	1422	hutI_3	3.5.2.7		Imidazolonepropionase
HNJIGEIF_01503	CDS	822				hypothetical protein
HNJIGEIF_01504	CDS	996	resA_2			Thiol-disulfide oxidoreductase ResA
HNJIGEIF_01505	CDS	801	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
HNJIGEIF_01506	CDS	1746	sdhA_1	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
HNJIGEIF_01507	CDS	606				hypothetical protein
HNJIGEIF_01508	CDS	2091				hypothetical protein
HNJIGEIF_01509	CDS	1368				hypothetical protein
HNJIGEIF_01510	CDS	330				hypothetical protein
HNJIGEIF_01511	CDS	933				hypothetical protein
HNJIGEIF_01512	CDS	495	IMPDH_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
HNJIGEIF_01513	CDS	834				hypothetical protein
HNJIGEIF_01514	CDS	1224	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
HNJIGEIF_01515	CDS	1692		2.7.7.-	COG0617	CC-adding tRNA nucleotidyltransferase
HNJIGEIF_01516	CDS	720				hypothetical protein
HNJIGEIF_01517	CDS	1029				hypothetical protein
HNJIGEIF_01518	CDS	1167	dthadh	4.3.1.27		D-threo-3-hydroxyaspartate dehydratase
HNJIGEIF_01519	CDS	510				hypothetical protein
HNJIGEIF_01520	CDS	2031				hypothetical protein
HNJIGEIF_01521	CDS	450	atpC		COG0355	ATP synthase epsilon chain
HNJIGEIF_01522	CDS	1503	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
HNJIGEIF_01523	CDS	2589				hypothetical protein
HNJIGEIF_01524	CDS	372				hypothetical protein
HNJIGEIF_01525	CDS	1083	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
HNJIGEIF_01526	CDS	1194	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
HNJIGEIF_01527	CDS	858				hypothetical protein
HNJIGEIF_01528	CDS	1533				hypothetical protein
HNJIGEIF_01529	CDS	1545				hypothetical protein
HNJIGEIF_01530	CDS	1230				hypothetical protein
HNJIGEIF_01531	CDS	1308	fpgS	6.3.2.17		Folylpolyglutamate synthase
HNJIGEIF_01532	CDS	483	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
HNJIGEIF_01533	CDS	1569	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
HNJIGEIF_01534	CDS	846				hypothetical protein
HNJIGEIF_01535	CDS	663	trmR	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
HNJIGEIF_01536	CDS	612				hypothetical protein
HNJIGEIF_01537	CDS	2769	btuB_3			Vitamin B12 transporter BtuB
HNJIGEIF_01538	CDS	930				hypothetical protein
HNJIGEIF_01539	CDS	2112				hypothetical protein
HNJIGEIF_01540	CDS	1368	hflX		COG2262	GTPase HflX
HNJIGEIF_01541	CDS	660				hypothetical protein
HNJIGEIF_01542	CDS	519				hypothetical protein
HNJIGEIF_01543	CDS	1851	glgB_1	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
HNJIGEIF_01544	CDS	1959	gyrB_2	5.6.2.2	COG0187	DNA gyrase subunit B
HNJIGEIF_01545	CDS	951	rgtE	2.4.1.-	COG0463	Dodecaprenyl-phosphate galacturonate synthase
HNJIGEIF_01546	CDS	909	oxyR			Hydrogen peroxide-inducible genes activator
HNJIGEIF_01547	CDS	2244	katG2	1.11.1.21	COG0376	Catalase-peroxidase 2
HNJIGEIF_01548	CDS	549				hypothetical protein
HNJIGEIF_01549	CDS	1089	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
HNJIGEIF_01550	CDS	1173	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
HNJIGEIF_01551	CDS	2034	dpp5_2	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
HNJIGEIF_01552	CDS	1092	fbpA			Fe(3+)-binding periplasmic protein
HNJIGEIF_01553	CDS	1590				hypothetical protein
HNJIGEIF_01554	CDS	1092	fbpC2	7.2.2.7	COG3842	Fe(3+) ions import ATP-binding protein FbpC 2
HNJIGEIF_01555	CDS	528				hypothetical protein
HNJIGEIF_01556	CDS	489				hypothetical protein
